acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,ontology_prefix
SP,#DFCECE,277,DHBA:10522,subplate zone,DHBA:10506,DHBA
fSP,#EEE0A8,278,DHBA:10523,SP in frontal neocortex,DHBA:10522,DHBA
fSPfp,#EEE0A8,279,DHBA:11761,SP in frontal polar cortex,DHBA:10523,DHBA
fSPdm,#EEE0A8,280,DHBA:11756,SP in dorsomedial frontal cortex,DHBA:10523,DHBA
fSPdl,#EEE0A8,281,DHBA:11759,SP in dorsolateral prefrontal cortex,DHBA:10523,DHBA
fSPvl,#EEE0A8,282,DHBA:11760,SP in ventrolateral prefrontal cortex,DHBA:10523,DHBA
fSPor,#E2D4A7,283,DHBA:11757,SP in orbital frontal cortex,DHBA:10523,DHBA
fSPm1,#FCE691,284,DHBA:11758,SP in posteror frontal cortex (motor cortex),DHBA:10523,DHBA
pSP,#F0DABE,285,DHBA:10525,SP in parietal neocortex,DHBA:10522,DHBA
pSPs1,#EFCEB6,286,DHBA:11766,SP in primary somatosensory cortex,DHBA:10525,DHBA
pSPdm,#F0DABE,287,DHBA:11769,SP in dorsomedial parietal cortex (area 7m),DHBA:10525,DHBA
pSPpd,#F0DABE,288,DHBA:11767,SP in posterosuperior (dorsal) parietal cortex,DHBA:10525,DHBA
pSPpv,#F0DABE,289,DHBA:11768,SP in posteroinferior (ventral) parietal cortex,DHBA:10525,DHBA
tSP,#F0D5E1,290,DHBA:10526,SP in temporal neocortex,DHBA:10522,DHBA
tSPdl,#F0D5E1,291,DHBA:15504,SP in dorsolateral temporal cortex,DHBA:10526,DHBA
tSPa1,#F0D5E1,292,DHBA:11770,SP in primary auditory cortex,DHBA:15504,DHBA
tSPsl,#F0D5E1,293,DHBA:11771,SP in superolateral temporal cortex,DHBA:15504,DHBA
tSPps,#F0D5E1,294,DHBA:13112,SP in polysensory temporal cortex,DHBA:15504,DHBA
tSPpi,#F0D5E1,295,DHBA:13116,SP in parainsular temporal cortex,DHBA:15504,DHBA
tSPvl,#F0D5E1,296,DHBA:15505,SP in ventrolateral temporal cortex,DHBA:10526,DHBA
tSPml,#F0D5E1,297,DHBA:13113,SP in midlateral temporal cortex,DHBA:15505,DHBA
tSPil,#F0D5E1,298,DHBA:11772,SP in inferolateral temporal cortex,DHBA:15505,DHBA
tSPmi,#F0D5E1,299,DHBA:11773,SP in midinferior temporal cortex,DHBA:15505,DHBA
tSP36,#F0D5E1,300,DHBA:13114,SP in rostral midinferior temporal cortex (area 36),DHBA:11773,DHBA
tSPtf,#F0D5E1,301,DHBA:13115,SP in caudal midinferior temporal cortex (area TF),DHBA:11773,DHBA
tSPph,#F0D5E1,302,DHBA:11774,SP in posterior parahippocampal cortex,DHBA:10526,DHBA
tSPmt,#F0D5E1,303,DHBA:11775,SP in medial temporal-occipital cortex,DHBA:10526,DHBA
tSPlt,#F0D5E1,304,DHBA:11776,SP in lateral temporal-occipital cortex,DHBA:10526,DHBA
tSPtp,#F0D5E1,305,DHBA:11777,SP in temporal polar cortex,DHBA:10526,DHBA
oSP,#EABFB0,306,DHBA:10524,SP in occipital neocortex,DHBA:10522,DHBA
oSPpro,#EABFB0,307,DHBA:13111,SP in area prostriata,DHBA:10524,DHBA
oSPv1,#EABFB0,308,DHBA:11762,SP in primary visual cortex,DHBA:10524,DHBA
oSPexs,#EABFB0,309,DHBA:13110,SP in extrastriate cortex,DHBA:10524,DHBA
oSPdm,#EABFB0,310,DHBA:11763,SP in dorsomedial extrastriate cortex (V2),DHBA:13110,DHBA
oSPvm,#EABFB0,311,DHBA:11764,SP in ventromedial extrastriate cortex (VP),DHBA:13110,DHBA
oSPml,#EABFB0,312,DHBA:11765,SP in midlateral extrastriate cortex (area 19),DHBA:13110,DHBA
iSP,#EDC9C0,313,DHBA:11783,SP in insular neocortex,DHBA:10522,DHBA
iSPdg,#EDC9C0,314,DHBA:11784,SP in dysgranular insular cortex,DHBA:11783,DHBA
iSPgr,#EDC9C0,315,DHBA:11785,SP in granular insular cortex,DHBA:11783,DHBA
cSP,#EFD1D4,316,DHBA:11778,SP in cingulate neocortex,DHBA:10522,DHBA
cSPr,#EFD1D4,317,DHBA:11779,SP in rostral cingulate cortex,DHBA:11778,DHBA
cSPmi,#EFD1D4,318,DHBA:11780,SP in midcingulate cortex,DHBA:11778,DHBA
cSPc,#EFD1D4,319,DHBA:11781,SP in caudal cingulate cortex,DHBA:11778,DHBA
cSPsg,#EFD1D4,320,DHBA:11782,SP in subgenual (subcallosal) cingulate cortex,DHBA:11778,DHBA
peSP,#DCD0C6,321,DHBA:10528,SP in periallocortex,DHBA:10522,DHBA
SPpc,#DCD0C6,322,DHBA:11790,SP in perirhinal cortex,DHBA:10528,DHBA
SPpcr,#DCD0C6,323,DHBA:13125,SP in rostral perirhinal cortex,DHBA:11790,DHBA
SPpcc,#DCD0C6,324,DHBA:13126,SP in caudal perirhinal cortex,DHBA:11790,DHBA
SPpas,#DCD0C6,325,DHBA:13285,SP in parasubicular cortex,DHBA:10528,DHBA
SPec,#DCD0C6,326,DHBA:11789,SP in entorhinal cortex,DHBA:10528,DHBA
SPlec,#DCD0C6,327,DHBA:13124,SP in lateral (anterior) entorhinal cortex,DHBA:11789,DHBA
SPmec,#DCD0C6,328,DHBA:13123,SP in medial (posterior) entorhinal cortex,DHBA:11789,DHBA
SPprs,#DCD0C6,329,DHBA:11788,SP in presubicular cortex,DHBA:10528,DHBA
SPprsr,#DCD0C6,330,DHBA:13121,SP in rostral presubicular cortex,DHBA:11788,DHBA
SPprsc,#DCD0C6,331,DHBA:13122,SP in caudal presubicular cortex (postsubiculum),DHBA:11788,DHBA
SPrs,#DCD0C6,332,DHBA:11791,SP in retrosplenial cortex,DHBA:10528,DHBA
SPIag,#DCD0C6,333,DHBA:13286,SP in agranular insular cortex,DHBA:10528,DHBA
alSP,#D1CEE2,334,DHBA:10527,SP in allocortex,DHBA:10522,DHBA
SPhip,#D1CEE2,335,DHBA:11786,SP in hippocampal proper,DHBA:10527,DHBA
SPhipr,#D1CEE2,336,DHBA:13117,SP in rostral hippocampal proper,DHBA:11786,DHBA
SPhipc,#D1CEE2,337,DHBA:13118,SP in caudal hippocampal proper,DHBA:11786,DHBA
SPsub,#D1CEE2,338,DHBA:11787,SP in subicular cortex,DHBA:10527,DHBA
SPsubr,#D1CEE2,339,DHBA:13119,SP in rostral subicular cortex,DHBA:11787,DHBA
SPsubc,#D1CEE2,340,DHBA:13120,SP in caudal subicular cortex,DHBA:11787,DHBA
SPpir,#DCD0C6,341,DHBA:13287,SP in piriform cortex,DHBA:10527,DHBA
IZ,#EAE1E2,342,DHBA:10529,intermediate zone,DHBA:10506,DHBA
fIZ,#F9F1D5,343,DHBA:10530,IZ in frontal neocortex,DHBA:10529,DHBA
fIZfp,#F9F1D5,344,DHBA:11807,IZ in frontal polar cortex,DHBA:10530,DHBA
fIZdm,#F9F1D5,345,DHBA:11792,IZ in dorsomedial frontal cortex,DHBA:10530,DHBA
fIZdl,#F9F1D5,346,DHBA:11801,IZ in dorsolateral prefrontal cortex,DHBA:10530,DHBA
fIZvl,#F9F1D5,347,DHBA:11804,IZ in ventrolateral prefrontal cortex,DHBA:10530,DHBA
fIZor,#EFE8C5,348,DHBA:11795,IZ in orbital frontal cortex,DHBA:10530,DHBA
fIZm1,#FFF0B6,349,DHBA:11798,IZ in posteror frontal cortex (motor cortex),DHBA:10530,DHBA
pIZ,#F0E5D5,350,DHBA:10532,IZ in parietal neocortex,DHBA:10529,DHBA
pIZs1,#F0DDD1,351,DHBA:11822,IZ in primary somatosensory cortex,DHBA:10532,DHBA
pIZdm,#F0E5D5,352,DHBA:11831,IZ in dorsomedial parietal cortex (area 7m),DHBA:10532,DHBA
pIZpd,#F0E5D5,353,DHBA:11825,IZ in posterosuperior (dorsal) parietal cortex,DHBA:10532,DHBA
pIZpv,#F0E5D5,354,DHBA:11828,IZ in posteroinferior (ventral) parietal cortex,DHBA:10532,DHBA
tIZ,#F6E8ED,355,DHBA:10533,IZ in temporal neocortex,DHBA:10529,DHBA
tIZdl,#F6E8ED,356,DHBA:15506,IZ in dorsolateral temporal cortex,DHBA:10533,DHBA
tIZa1,#F6E8ED,357,DHBA:11834,IZ in primary auditory cortex,DHBA:15506,DHBA
tIZsl,#F6E8ED,358,DHBA:11837,IZ in superolateral temporal cortex,DHBA:15506,DHBA
tIZps,#F6E8ED,359,DHBA:13129,IZ in polysensory temporal cortex,DHBA:15506,DHBA
tIZpi,#F6E8ED,360,DHBA:13133,IZ in parainsular temporal cortex,DHBA:15506,DHBA
tIZvl,#F6E8ED,361,DHBA:15507,IZ in ventrolateral temporal cortex,DHBA:10533,DHBA
tIZml,#F6E8ED,362,DHBA:13130,IZ in midlateral temporal cortex,DHBA:15507,DHBA
tIZil,#F6E8ED,363,DHBA:11840,IZ in inferolateral temporal cortex,DHBA:15507,DHBA
tIZmi,#F6E8ED,364,DHBA:11843,IZ in midinferior temporal cortex,DHBA:15507,DHBA
tIZ36,#F6E8ED,365,DHBA:13131,IZ in rostral midinferior temporal cortex (area 36),DHBA:11843,DHBA
tIZtf,#F6E8ED,366,DHBA:13132,IZ in caudal midinferior temporal cortex (area TF),DHBA:11843,DHBA
tIZph,#F6E8ED,367,DHBA:11846,IZ in posterior parahippocampal cortex,DHBA:10533,DHBA
tIZmt,#F6E8ED,368,DHBA:11849,IZ in medial temporal-occipital cortex,DHBA:10533,DHBA
tIZlt,#F6E8ED,369,DHBA:11852,IZ in lateral temporal-occipital cortex,DHBA:10533,DHBA
tIZtp,#F6E8ED,370,DHBA:11855,IZ in temporal polar cortex,DHBA:10533,DHBA
oIZ,#EED2C7,371,DHBA:10531,IZ in occipital neocortex,DHBA:10529,DHBA
oIZpro,#EED2C7,372,DHBA:13128,IZ in area prostriata,DHBA:10531,DHBA
oIZv1,#EED2C7,373,DHBA:11810,IZ in primary visual cortex,DHBA:10531,DHBA
oIZexs,#EED2C7,374,DHBA:13127,IZ in extrastriate cortex,DHBA:10531,DHBA
oIZdm,#EED2C7,375,DHBA:11813,IZ in dorsomedial extrastriate cortex (V2),DHBA:13127,DHBA
oIZvm,#EED2C7,376,DHBA:11816,IZ in ventromedial extrastriate cortex (VP),DHBA:13127,DHBA
oIZml,#EED2C7,377,DHBA:11819,IZ in midlateral extrastriate cortex (area 19),DHBA:13127,DHBA
iIZ,#F0D8D0,378,DHBA:11871,IZ in insular neocortex,DHBA:10529,DHBA
iIZdg,#F0D8D0,379,DHBA:11872,IZ in dysgranular insular cortex,DHBA:11871,DHBA
iIZgr,#F0D8D0,380,DHBA:11873,IZ in granular insular cortex,DHBA:11871,DHBA
cIZ,#F2E4E6,381,DHBA:11858,IZ in cingulate neocortex,DHBA:10529,DHBA
cIZr,#F2E4E6,382,DHBA:11859,IZ in rostral cingulate cortex,DHBA:11858,DHBA
cIZmi,#F2E4E6,383,DHBA:11862,IZ in midcingulate cortex,DHBA:11858,DHBA
cIZc,#F2E4E6,384,DHBA:11865,IZ in caudal cingulate cortex,DHBA:11858,DHBA
cIZsg,#F2E4E6,385,DHBA:11868,IZ in subgenual (subcallosal) cingulate cortex,DHBA:11858,DHBA
peIZ,#E7DCD2,386,DHBA:10535,IZ in periallocortex,DHBA:10529,DHBA
IZpc,#E7DCD2,387,DHBA:11878,IZ in perirhinal cortex,DHBA:10535,DHBA
IZpcr,#E7DCD2,388,DHBA:13142,IZ in rostral perirhinal cortex,DHBA:11878,DHBA
IZpcc,#E7DCD2,389,DHBA:13143,IZ in caudal perirhinal cortex,DHBA:11878,DHBA
IZec,#E7DCD2,390,DHBA:11877,IZ in entorhinal cortex,DHBA:10535,DHBA
IZlec,#E7DCD2,391,DHBA:13141,IZ in lateral (anterior) entorhinal cortex,DHBA:11877,DHBA
IZmec,#E7DCD2,392,DHBA:13140,IZ in medial (posterior) entorhinal cortex,DHBA:11877,DHBA
IZprs,#E7DCD2,393,DHBA:11876,IZ in presubicular cortex,DHBA:10535,DHBA
IZprsr,#E7DCD2,394,DHBA:13138,IZ in rostral presubicular cortex,DHBA:11876,DHBA
IZprsc,#E7DCD2,395,DHBA:13139,IZ in caudal presubicular cortex,DHBA:11876,DHBA
IZrs,#E7DCD2,396,DHBA:11879,IZ in retrosplenial cortex,DHBA:10535,DHBA
alIZ,#E6E6EC,397,DHBA:10534,IZ in allocortex,DHBA:10529,DHBA
IZhip,#E6E6EC,398,DHBA:11874,IZ in hippocampal proper,DHBA:10534,DHBA
IZhipr,#E6E6EC,399,DHBA:13134,IZ in rostral hippocampal proper,DHBA:11874,DHBA
IZhipc,#E6E6EC,400,DHBA:13135,IZ in caudal hippocampal proper,DHBA:11874,DHBA
IZsub,#E6E6EC,401,DHBA:11875,IZ in subicular cortex,DHBA:10534,DHBA
IZsubr,#E6E6EC,402,DHBA:13136,IZ in rostral subicular cortex,DHBA:11875,DHBA
IZsubc,#E6E6EC,403,DHBA:13137,IZ in caudal subicular cortex,DHBA:11875,DHBA
SZ,#C6B2B1,404,DHBA:10536,subventricular zone,DHBA:10506,DHBA
fSZ,#EAD180,405,DHBA:10537,SZ in frontal neocortex,DHBA:10536,DHBA
fSZfp,#EAD180,406,DHBA:11905,SZ in frontal polar cortex,DHBA:10537,DHBA
fSZfpo,#EAD180,407,DHBA:11906,outer SZ in frontal polar cortex,DHBA:11905,DHBA
fSZfpi,#E4C86B,408,DHBA:11907,inner SZ in frontal polar cortex,DHBA:11905,DHBA
fSZdm,#EAD180,409,DHBA:11880,SZ in dorsomedial frontal cortex,DHBA:10537,DHBA
fSZdmo,#EAD180,410,DHBA:11881,outer SZ in dorsomedial frontal cortex,DHBA:11880,DHBA
fSZdmop,#EAD180,411,DHBA:11882,outer plexiform (fiber) zone in dorsomedial frontal cortex,DHBA:11881,DHBA
fSZdmi,#E4C86B,412,DHBA:11883,inner SZ in dorsomedial frontal cortex,DHBA:11880,DHBA
fSZdmip,#E4C86B,413,DHBA:11884,inner plexiform (fiber) zone in dorsomedial frontal cortex,DHBA:11883,DHBA
fSZdl,#EAD180,414,DHBA:11895,SZ in dorsolateral prefrontal cortex,DHBA:10537,DHBA
fSZdlo,#EAD180,415,DHBA:11896,outer SZ in dorsolateral prefrontal cortex,DHBA:11895,DHBA
fSZdlop,#EAD180,416,DHBA:11897,outer plexiform zone in dorsolateral prefrontal cortex,DHBA:11896,DHBA
fSZdli,#E4C86B,417,DHBA:11898,inner SZ in dorsolateral prefrontal cortex,DHBA:11895,DHBA
fSZdlip,#E4C86B,418,DHBA:11899,inner plexiform zone in dorsolateral prefrontal cortex,DHBA:11898,DHBA
fSZvl,#EAD180,419,DHBA:11900,SZ in ventrolateral prefrontal cortex,DHBA:10537,DHBA
fSZvlo,#EAD180,420,DHBA:11901,outer SZ in ventrolateral prefrontal cortex,DHBA:11900,DHBA
fSZvlop,#EAD180,421,DHBA:11902,outer plexiform zone in ventrolateral prefrontal cortex,DHBA:11901,DHBA
fSZvli,#E4C86B,422,DHBA:11903,inner SZ in ventrolateral prefrontal cortex,DHBA:11900,DHBA
fSZvlip,#E4C86B,423,DHBA:11904,inner plexiform zone in ventrolateral prefrontal cortex,DHBA:11903,DHBA
fSZor,#E2D4A7,424,DHBA:11885,SZ in orbital frontal cortex,DHBA:10537,DHBA
fSZoro,#E2D4A7,425,DHBA:11886,outer SZ in orbital frontal cortex,DHBA:11885,DHBA
fSZorop,#E2D4A7,426,DHBA:11887,outer plexiform (fiber) zone in orbital frontal cortex,DHBA:11886,DHBA
fSZori,#D5C699,427,DHBA:11888,inner SZ in orbital frontal cortex,DHBA:11885,DHBA
fSZorip,#D5C699,428,DHBA:11889,inner plexiform (fiber) zone in orbital frontal cortex,DHBA:11888,DHBA
fSZm1,#FCE17A,429,DHBA:11890,SZ in posteror frontal cortex (motor cortex),DHBA:10537,DHBA
fSZm1o,#FCE17A,430,DHBA:11891,outer SZ in posteror frontal cortex (motor cortex),DHBA:11890,DHBA
fSZm1op,#FCE17A,431,DHBA:11892,outer plexiform (fiber) zone in posteror frontal cortex (motor cortex),DHBA:11891,DHBA
fSZm1i,#FFE168,432,DHBA:11893,inner SZ in posteror frontal cortex (motor cortex),DHBA:11890,DHBA
fSZm1ip,#FFE168,433,DHBA:11894,inner plexiform (fiber) zone in posteror frontal cortex (motor cortex),DHBA:11893,DHBA
pSZ,#EAB87B,434,DHBA:10539,SZ in parietal neocortex,DHBA:10536,DHBA
pSZs1,#EFCEB6,435,DHBA:11928,SZ in primary somatosensory cortex,DHBA:10539,DHBA
pSZs1o,#EFCEB6,436,DHBA:11929,outer SZ in primary somatosensory cortex,DHBA:11928,DHBA
pSZs1op,#EFCEB6,437,DHBA:11930,outer plexiform zone in primary somatosensory cortex,DHBA:11929,DHBA
pSZs1i,#EEBF9A,438,DHBA:11931,inner SZ in primary somatosensory cortex,DHBA:11928,DHBA
pSZs1ip,#EEBF9A,439,DHBA:11932,inner plexiform zone in primary somatosensory cortex,DHBA:11931,DHBA
pSZdm,#EAB87B,440,DHBA:11943,SZ in dorsomedial parietal cortex (area 7m),DHBA:10539,DHBA
pSZdmo,#EAB87B,441,DHBA:11944,outer SZ in dorsomedial parietal cortex (area 7m),DHBA:11943,DHBA
pSZdmi,#E8AF66,442,DHBA:11946,inner SZ in dorsomedial parietal cortex (area 7m),DHBA:11943,DHBA
pSZpd,#EAB87B,443,DHBA:11933,SZ in posterosuperior (dorsal) parietal cortex,DHBA:10539,DHBA
pSZpdo,#EAB87B,444,DHBA:11934,outer SZ in posterosuperior (dorsal) parietal cortex,DHBA:11933,DHBA
pSZpdop,#EAB87B,445,DHBA:11935,outer plexiform zone in posterosuperior (dorsal) parietal cortex,DHBA:11934,DHBA
pSZpdi,#E8AF66,446,DHBA:11936,inner SZ in posterosuperior (dorsal) parietal cortex,DHBA:11933,DHBA
pSZpdip,#E8AF66,447,DHBA:11937,inner plexiform zone in posterosuperior (dorsal) parietal cortex,DHBA:11936,DHBA
pSZpv,#EAB87B,448,DHBA:11938,SZ in posteroinferior (ventral) parietal cortex,DHBA:10539,DHBA
pSZpvo,#EAB87B,449,DHBA:11939,outer SZ in posteroinferior (ventral) parietal cortex,DHBA:11938,DHBA
pSZpvop,#EAB87B,450,DHBA:11940,outer plexiform zone in posteroinferior (ventral) parietal cortex,DHBA:11939,DHBA
pSZpvi,#E8AF66,451,DHBA:11941,inner SZ in posteroinferior (ventral) parietal cortex,DHBA:11938,DHBA
pSZpvip,#E8AF66,452,DHBA:11942,inner plexiform zone in posteroinferior (ventral) parietal cortex,DHBA:11941,DHBA
tSZ,#E196B7,453,DHBA:10540,SZ in temporal neocortex,DHBA:10536,DHBA
tSZdl,#E196B7,454,DHBA:15508,SZ in dorsolateral temporal cortex,DHBA:10540,DHBA
tSZa1,#E196B7,455,DHBA:11948,SZ in primary auditory cortex,DHBA:15508,DHBA
tSZa1o,#E196B7,456,DHBA:11949,outer SZ in primary auditory cortex,DHBA:11948,DHBA
tSZa1op,#E196B7,457,DHBA:11950,outer plexiform zone in primary auditory cortex,DHBA:11949,DHBA
tSZa1i,#DA80A8,458,DHBA:11951,inner SZ in primary auditory cortex,DHBA:11948,DHBA
tSZa1ip,#DA80A8,459,DHBA:11952,inner plexiform zone in primary auditory cortex,DHBA:11951,DHBA
tSZsl,#E196B7,460,DHBA:11953,SZ in superolateral temporal cortex,DHBA:15508,DHBA
tSZslo,#E196B7,461,DHBA:11954,outer SZ in superolateral temporal cortex,DHBA:11953,DHBA
tSZslop,#E196B7,462,DHBA:11955,outer plexiform zone in superolateral temporal cortex,DHBA:11954,DHBA
tSZsli,#DA80A8,463,DHBA:11956,inner SZ in superolateral temporal cortex,DHBA:11953,DHBA
tSZslip,#DA80A8,464,DHBA:11957,inner plexiform zone in superolateral temporal cortex,DHBA:11956,DHBA
tSZps,#E196B7,465,DHBA:13154,SZ in polysensory temporal cortex,DHBA:15508,DHBA
tSZpso,#E196B7,466,DHBA:13155,outer SZ in polysensory temporal cortex,DHBA:13154,DHBA
tSZpsop,#E196B7,467,DHBA:13156,outer plexiform zone in polysensory temporal cortex,DHBA:13155,DHBA
tSZpsi,#DA80A8,468,DHBA:13157,inner SZ in polysensory temporal cortex,DHBA:13154,DHBA
tSZpsip,#DA80A8,469,DHBA:13158,inner plexiform zone in polysensory temporal cortex,DHBA:13157,DHBA
tSZpi,#E196B7,470,DHBA:13174,SZ in parainsular temporal cortex,DHBA:15508,DHBA
tSZpio,#E196B7,471,DHBA:13175,outer SZ in parainsular temporal cortex,DHBA:13174,DHBA
tSZpiop,#E196B7,472,DHBA:13176,outer plexiform zone in parainsular temporal cortex,DHBA:13175,DHBA
tSZpii,#DA80A8,473,DHBA:13177,inner SZ in parainsular temporal cortex,DHBA:13174,DHBA
tSZpiip,#DA80A8,474,DHBA:13178,inner plexiform zone in parainsular temporal cortex,DHBA:13177,DHBA
tSZvl,#E196B7,475,DHBA:15509,SZ in ventrolateral temporal cortex,DHBA:10540,DHBA
tSZml,#E196B7,476,DHBA:13159,SZ in midlateral temporal cortex,DHBA:15509,DHBA
tSZmlo,#E196B7,477,DHBA:13160,outer SZ in midlateral temporal cortex,DHBA:13159,DHBA
tSZmlop,#E196B7,478,DHBA:13161,outer plexiform zone in midlateral temporal cortex,DHBA:13160,DHBA
tSZmli,#DA80A8,479,DHBA:13162,inner SZ in midlateral temporal cortex,DHBA:13159,DHBA
tSZmlip,#DA80A8,480,DHBA:13163,inner plexiform zone in midlateral temporal cortex,DHBA:13162,DHBA
tSZil,#E196B7,481,DHBA:11958,SZ in inferolateral temporal cortex,DHBA:15509,DHBA
tSZilo,#E196B7,482,DHBA:11959,outer SZ in inferolateral temporal cortex,DHBA:11958,DHBA
tSZilop,#E196B7,483,DHBA:11960,outer plexiform zone in inferolateral temporal cortex,DHBA:11959,DHBA
tSZili,#DA80A8,484,DHBA:11961,inner SZ in inferolateral temporal cortex,DHBA:11958,DHBA
tSZilip,#DA80A8,485,DHBA:11962,inner plexiform zone in inferolateral temporal cortex,DHBA:11961,DHBA
tSZmi,#E196B7,486,DHBA:11963,SZ in midinferior temporal cortex,DHBA:15509,DHBA
tSZ36,#E196B7,487,DHBA:13164,SZ in rostral midinferior temporal cortex (area 36),DHBA:11963,DHBA
tSZ36o,#E196B7,488,DHBA:13165,outer SZ in rostral midinferior temporal cortex (area 36),DHBA:13164,DHBA
tSZ36op,#E196B7,489,DHBA:13166,outer plexiform zone in rostral midinferior temporal cortex (area 36),DHBA:13165,DHBA
tSZ36i,#DA80A8,490,DHBA:13167,inner SZ in rostral midinferior temporal cortex (area 36),DHBA:13164,DHBA
tSZ36ip,#DA80A8,491,DHBA:13168,inner plexiform zone in rostral midinferior temporal cortex (area 36),DHBA:13167,DHBA
tSZtf,#E196B7,492,DHBA:13169,SZ in caudal midinferior temporal cortex (area TF),DHBA:11963,DHBA
tSZtfo,#E196B7,493,DHBA:13170,outer SZ in caudal midinferior temporal cortex (area TF),DHBA:13169,DHBA
tSZtfop,#E196B7,494,DHBA:13171,outer plexiform zone in caudal midinferior temporal cortex (area TF),DHBA:13170,DHBA
tSZtfi,#DA80A8,495,DHBA:13172,inner SZ in caudal midinferior temporal cortex (area TF),DHBA:13169,DHBA
tSZtfip,#DA80A8,496,DHBA:13173,inner plexiform zone in caudal midinferior temporal cortex (area TF),DHBA:13172,DHBA
tSZph,#E196B7,497,DHBA:11968,SZ in posterior parahippocampal cortex,DHBA:10540,DHBA
tSZpho,#E196B7,498,DHBA:11969,outer SZ in posterior parahippocampal cortex,DHBA:11968,DHBA
tSZphop,#E196B7,499,DHBA:11970,outer plexiform zone in posterior parahippocampal cortex,DHBA:11969,DHBA
tSZphi,#DA80A8,500,DHBA:11971,inner SZ in posterior parahippocampal cortex,DHBA:11968,DHBA
tSZphip,#DA80A8,501,DHBA:11972,inner plexiform zone in posterior parahippocampal cortex,DHBA:11971,DHBA
tSZmt,#E196B7,502,DHBA:11973,SZ in medial temporal-occipital cortex,DHBA:10540,DHBA
tSZmto,#E196B7,503,DHBA:11974,outer SZ in medial temporal-occipital cortex,DHBA:11973,DHBA
tSZmtop,#E196B7,504,DHBA:11975,outer plexiform zone in medial temporal-occipital cortex,DHBA:11974,DHBA
tSZmti,#DA80A8,505,DHBA:11976,inner SZ in medial temporal-occipital cortex,DHBA:11973,DHBA
tSZmtip,#DA80A8,506,DHBA:11977,inner plexiform zone in medial temporal-occipital cortex,DHBA:11976,DHBA
tSZlt,#E196B7,507,DHBA:11978,SZ in lateral temporal-occipital cortex,DHBA:10540,DHBA
tSZlto,#E196B7,508,DHBA:11979,outer SZ in lateral temporal-occipital cortex,DHBA:11978,DHBA
tSZltop,#E196B7,509,DHBA:11980,outer plexiform zone in lateral temporal-occipital cortex,DHBA:11979,DHBA
tSZlti,#DA80A8,510,DHBA:11981,inner SZ in lateral temporal-occipital cortex,DHBA:11978,DHBA
tSZltip,#DA80A8,511,DHBA:11982,inner plexiform zone in lateral temporal-occipital cortex,DHBA:11981,DHBA
tSZtp,#E196B7,512,DHBA:11983,SZ in temporal polar cortex,DHBA:10540,DHBA
oSZ,#E5AB9A,513,DHBA:10538,SZ in occipital neocortex,DHBA:10536,DHBA
oSZpro,#E5AB9A,514,DHBA:13149,SZ in area prostriata,DHBA:10538,DHBA
oSZproo,#E5AB9A,515,DHBA:13150,outer SZ in area prostriata,DHBA:13149,DHBA
oSZproop,#E5AB9A,516,DHBA:13151,outer plexiform zone in area prostriata,DHBA:13150,DHBA
oSZproi,#E19985,517,DHBA:13152,inner SZ in area prostriata,DHBA:13149,DHBA
oSZproip,#E19985,518,DHBA:13153,inner plexiform zone in area prostriata,DHBA:13152,DHBA
oSZv1,#E5AB9A,519,DHBA:11908,SZ in primary visual cortex,DHBA:10538,DHBA
oSZv1o,#E5AB9A,520,DHBA:11909,outer SZ in primary visual cortex,DHBA:11908,DHBA
oSZv1op,#E5AB9A,521,DHBA:11910,outer plexiform zone in primary visual cortex,DHBA:11909,DHBA
oSZv1i,#E19985,522,DHBA:11911,inner SZ in primary visual cortex,DHBA:11908,DHBA
oSZv1ip,#E19985,523,DHBA:11912,inner plexiform zone in primary visual cortex,DHBA:11911,DHBA
oSZexs,#E5AB9A,524,DHBA:13144,SZ in extrastriate cortex,DHBA:10538,DHBA
oSZdm,#E5AB9A,525,DHBA:11913,SZ in dorsomedial extrastriate cortex (V2),DHBA:13144,DHBA
oSZdmo,#E5AB9A,526,DHBA:11914,outer SZ in dorsomedial extrastriate cortex,DHBA:11913,DHBA
oSZdmi,#E19985,527,DHBA:11916,inner SZ in dorsomedial extrastriate cortex,DHBA:11913,DHBA
oSZvm,#E5AB9A,528,DHBA:11918,SZ in ventromedial extrastriate cortex (VP),DHBA:13144,DHBA
oSZvmo,#E5AB9A,529,DHBA:11919,outer SZ in ventromedial extrastriate cortex,DHBA:11918,DHBA
oSZvmi,#E19985,530,DHBA:11921,inner SZ in ventromedial extrastriate cortex,DHBA:11918,DHBA
oSZml,#E5AB9A,531,DHBA:11923,SZ in midlateral extrastriate cortex (area 19),DHBA:13144,DHBA
oSZmlo,#E5AB9A,532,DHBA:11924,outer SZ in midlateral extrastriate cortex,DHBA:11923,DHBA
oSZmli,#E19985,533,DHBA:11926,inner SZ in midlateral extrastriate cortex,DHBA:11923,DHBA
oSZexso,#E5AB9A,534,DHBA:13145,outer SZ in extrastriate cortex,DHBA:13144,DHBA
oSZexsop,#E5AB9A,535,DHBA:13146,outer plexiform zone in extrastriate cortex,DHBA:13145,DHBA
oSZexsi,#E19985,536,DHBA:13147,inner SZ in extrastriate cortex,DHBA:13144,DHBA
oSZexsip,#E19985,537,DHBA:13148,inner plexiform zone in extrastriate cortex,DHBA:13147,DHBA
